question_id,level,pass_count,pass_models,fail_models,avg_score,avg_duration_ms,llama33_70b_pass,llama33_70b_score,llama33_70b_duration_ms,llama33_70b_failures,llama4_maverick_pass,llama4_maverick_score,llama4_maverick_duration_ms,llama4_maverick_failures,llama4_scout_pass,llama4_scout_score,llama4_scout_duration_ms,llama4_scout_failures,llama31_8b_pass,llama31_8b_score,llama31_8b_duration_ms,llama31_8b_failures
AGI-095,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,3101,0,0.000,4580,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.500,2955,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,0,0.375,3284,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,0,0.125,1585,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Alpha|agi_validation_failed:route_allocation_usd.Delta|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check
AGI-096,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.281,6036,0,0.375,13899,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,0,0.375,6346,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,0,0.250,864,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,0,0.125,3034,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Gamma|agi_validation_failed:route_allocation_usd.Sigma|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check
AGI-097,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.313,3501,0,0.375,8444,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,0,0.375,1279,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_loss_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check,0,0.375,795,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check,0,0.125,3487,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Alpha|agi_validation_failed:route_allocation_usd.Sigma|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check
AGI-098,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,2941,0,0.000,7365,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.375,1516,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band,0,0.375,702,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band,0,0.250,2181,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price
AGI-099,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,6334,0,0.455,8246,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_fills.venue_r_randomized_ladder|agi_validation_failed:largest_lit_child_units|agi_validation_failed:classifier_exposure_score|agi_validation_failed:self_check,0,0.273,1384,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.venue_r_randomized_ladder|agi_validation_failed:venue_fills.venue_c_ioc_residual|agi_validation_failed:largest_lit_child_units|agi_validation_failed:classifier_exposure_score|agi_validation_failed:self_check,0,0.182,5258,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_fills.dark_rfq|agi_validation_failed:venue_fills.venue_m_midpoint|agi_validation_failed:venue_fills.venue_r_randomized_ladder|agi_validation_failed:venue_fills.venue_c_ioc_residual|agi_validation_failed:largest_lit_child_units|agi_validation_failed:classifier_exposure_score|agi_validation_failed:self_check,0,0.091,10446,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.dark_rfq|agi_validation_failed:venue_fills.venue_m_midpoint|agi_validation_failed:venue_fills.venue_r_randomized_ladder|agi_validation_failed:venue_fills.venue_c_ioc_residual|agi_validation_failed:largest_lit_child_units|agi_validation_failed:classifier_exposure_score|agi_validation_failed:self_check
AGI-100,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.393,2623,0,0.429,2926,agi_validation_failed:intent|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price|agi_validation_failed:self_check,0,0.429,4807,agi_validation_failed:intent|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price|agi_validation_failed:self_check,0,0.429,605,agi_validation_failed:intent|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price|agi_validation_failed:self_check,0,0.286,2153,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price|agi_validation_failed:self_check
AGI-101,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.188,3061,0,0.000,8382,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.250,1151,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,0,0.250,2194,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,0,0.250,516,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check
AGI-102,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.188,2129,0,0.000,946,agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field,0,0.250,3020,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,0,0.250,2554,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check,0,0.250,1995,agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check
AGI-103,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1917,0,0.000,2576,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:proposal_vote|agi_validation_failed:hedge_action|agi_validation_failed:expected_30d_value_usd|agi_validation_failed:supply_shock_pct|agi_validation_failed:lp_depth_after_30d_usd|agi_validation_failed:self_check,0,0.000,1180,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:proposal_vote|agi_validation_failed:hedge_action|agi_validation_failed:expected_30d_value_usd|agi_validation_failed:supply_shock_pct|agi_validation_failed:lp_depth_after_30d_usd|agi_validation_failed:self_check,0,0.000,875,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:proposal_vote|agi_validation_failed:hedge_action|agi_validation_failed:expected_30d_value_usd|agi_validation_failed:supply_shock_pct|agi_validation_failed:lp_depth_after_30d_usd|agi_validation_failed:self_check,0,0.000,3036,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:proposal_vote|agi_validation_failed:hedge_action|agi_validation_failed:expected_30d_value_usd|agi_validation_failed:supply_shock_pct|agi_validation_failed:lp_depth_after_30d_usd|agi_validation_failed:self_check
AGI-104,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.281,2526,0,0.250,3457,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:half_spread_bps|agi_validation_failed:expected_1h_pnl_usd|agi_validation_failed:toxic_defense|agi_validation_failed:self_check,0,0.375,1491,agi_validation_failed:intent|agi_validation_failed:half_spread_bps|agi_validation_failed:expected_1h_pnl_usd|agi_validation_failed:toxic_defense|agi_validation_failed:self_check,0,0.250,2070,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:half_spread_bps|agi_validation_failed:expected_1h_pnl_usd|agi_validation_failed:toxic_defense|agi_validation_failed:self_check,0,0.250,3087,agi_validation_failed:intent|agi_validation_failed:half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:expected_1h_pnl_usd|agi_validation_failed:toxic_defense|agi_validation_failed:self_check
AGI-105,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2231,0,0.000,2393,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:bid_half_spread_bps|agi_validation_failed:ask_half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:max_quote_size_usd|agi_validation_failed:hedge_rate_usd_per_sec|agi_validation_failed:expected_20m_pnl_usd|agi_validation_failed:self_check,0,0.000,2628,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:bid_half_spread_bps|agi_validation_failed:ask_half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:max_quote_size_usd|agi_validation_failed:hedge_rate_usd_per_sec|agi_validation_failed:expected_20m_pnl_usd|agi_validation_failed:self_check,0,0.000,3368,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:bid_half_spread_bps|agi_validation_failed:ask_half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:max_quote_size_usd|agi_validation_failed:hedge_rate_usd_per_sec|agi_validation_failed:expected_20m_pnl_usd|agi_validation_failed:self_check,0,0.000,536,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:bid_half_spread_bps|agi_validation_failed:ask_half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:max_quote_size_usd|agi_validation_failed:hedge_rate_usd_per_sec|agi_validation_failed:expected_20m_pnl_usd|agi_validation_failed:self_check
AGI-106,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.365,1605,0,0.500,2098,agi_validation_failed:intent|agi_validation_failed:half_spread_bps|agi_validation_failed:quote_size_usd|agi_validation_failed:inventory_stop_usd|agi_validation_failed:expected_hourly_pnl_usd|agi_validation_failed:self_check,0,0.320,1126,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:half_spread_bps|agi_validation_failed:quote_size_usd|agi_validation_failed:inventory_stop_usd|agi_validation_failed:expected_hourly_pnl_usd|agi_validation_failed:self_check,0,0.320,879,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:half_spread_bps|agi_validation_failed:quote_size_usd|agi_validation_failed:inventory_stop_usd|agi_validation_failed:expected_hourly_pnl_usd|agi_validation_failed:self_check,0,0.320,2316,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:half_spread_bps|agi_validation_failed:quote_size_usd|agi_validation_failed:inventory_stop_usd|agi_validation_failed:expected_hourly_pnl_usd|agi_validation_failed:self_check
AGI-107,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.143,2872,0,0.143,4893,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,0,0.143,1561,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,0,0.143,1079,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,0,0.143,3955,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.SOL_short.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check
AGI-108,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.333,7239,0,0.333,14983,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:crisis_var_reduction_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,0,0.417,2846,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:crisis_var_reduction_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,0,0.417,6840,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|agi_validation_failed:crisis_var_reduction_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,0,0.167,4285,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.ETH_put_spread.notional_usd|agi_validation_failed:hedge_legs.SOL_AI_correlation_short.notional_usd|agi_validation_failed:crowding_score|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:crisis_var_reduction_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check
AGI-109,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.180,3497,0,0.190,3856,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:trigger_rule|agi_validation_failed:selected_hedges|agi_validation_failed:hedge_notional_usd.FET_RNDR_basket_short|agi_validation_failed:confirmed_regime_residual_var_usd|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:self_check,0,0.340,1854,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:trigger_rule|agi_validation_failed:hedge_notional_usd.BTC_perp_short|agi_validation_failed:confirmed_regime_residual_var_usd|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:self_check,0,0.190,934,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:trigger_rule|agi_validation_failed:selected_hedges|agi_validation_failed:hedge_notional_usd.FET_RNDR_basket_short|agi_validation_failed:confirmed_regime_residual_var_usd|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:self_check,0,0.000,7342,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:trigger_rule|agi_validation_failed:selected_hedges|agi_validation_failed:hedge_notional_usd.BTC_perp_short|agi_validation_failed:hedge_notional_usd.ETH_put_spread|agi_validation_failed:hedge_notional_usd.FET_RNDR_basket_short|agi_validation_failed:confirmed_regime_residual_var_usd|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:self_check
AGI-110,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.442,7413,0,0.385,12300,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:perp_short_allocation_usd.OKX|agi_validation_failed:perp_short_allocation_usd.dYdX|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,0,0.538,6911,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,0,0.538,4948,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,0,0.308,5493,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:perp_short_allocation_usd.Binance|agi_validation_failed:perp_short_allocation_usd.Hyperliquid|agi_validation_failed:leverage|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check
AGI-111,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.442,3777,0,0.538,3477,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,0,0.615,3382,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,0,0.538,4697,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,0,0.077,3550,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:perp_short_allocation_usd.Binance|agi_validation_failed:perp_short_allocation_usd.Bybit|agi_validation_failed:perp_short_allocation_usd.OKX|agi_validation_failed:perp_short_allocation_usd.Hyperliquid|agi_validation_failed:perp_short_allocation_usd.dYdX|agi_validation_failed:leverage|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check
AGI-112,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.097,6932,0,0.000,12403,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:pair_allocations_usd.BTC|agi_validation_failed:pair_allocations_usd.ETH|agi_validation_failed:pair_allocations_usd.SOL|agi_validation_failed:venue_sequence|agi_validation_failed:expected_36h_net_pnl_usd|agi_validation_failed:max_margin_utilization_pct|agi_validation_failed:shock_survival_buffer_usd|agi_validation_failed:self_check,0,0.260,3956,agi_validation_failed:intent|agi_validation_failed:pair_allocations_usd.BTC|agi_validation_failed:pair_allocations_usd.ETH|agi_validation_failed:venue_sequence|agi_validation_failed:expected_36h_net_pnl_usd|agi_validation_failed:max_margin_utilization_pct|agi_validation_failed:shock_survival_buffer_usd|agi_validation_failed:self_check,0,0.000,6008,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:pair_allocations_usd.BTC|agi_validation_failed:pair_allocations_usd.ETH|agi_validation_failed:pair_allocations_usd.SOL|agi_validation_failed:venue_sequence|agi_validation_failed:expected_36h_net_pnl_usd|agi_validation_failed:max_margin_utilization_pct|agi_validation_failed:shock_survival_buffer_usd|agi_validation_failed:self_check,0,0.130,5362,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:pair_allocations_usd.BTC|agi_validation_failed:pair_allocations_usd.ETH|agi_validation_failed:venue_sequence|agi_validation_failed:expected_36h_net_pnl_usd|agi_validation_failed:max_margin_utilization_pct|agi_validation_failed:shock_survival_buffer_usd|agi_validation_failed:self_check
AGI-113,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.091,3710,0,0.091,2465,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check,0,0.091,2056,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check,0,0.091,5226,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check,0,0.091,5091,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check
AGI-114,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.068,3915,0,0.091,2026,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check,0,0.091,5594,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check,0,0.000,1005,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:carryforward_loss_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check,0,0.091,7035,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check
AGI-115,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.091,5811,0,0.091,5421,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check,0,0.091,4997,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check,0,0.091,7433,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check,0,0.091,5391,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check
